row_id,tree_level,toc_id,toc_depth,title,page_start,next_page_start,parent_row_id,parent_toc_id,path_titles,path_ids,safe_title,safe_toc_id,file_stub,line_number,split_pdf_relpath,split_md_relpath,split_pdf_exists,split_md_exists
100,4,2-1-1-2,4,气动一元论——阿那克西美尼的哲学制毡术，气象万千之中隐藏的秘密,2493,2523,98,2-1-1,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 普遍主义——泰勒斯真正的宝藏，哲学、科学、数学、逻辑学的共同本源 / 气动一元论——阿那克西美尼的哲学制毡术，气象万千之中隐藏的秘密,2 / 2-1 / 2-1-1 / 2-1-1-2,气动一元论_阿那克西美尼的哲学制毡术_气象万千之中隐藏的秘密,2-1-1-2,0100__2-1-1-2__气动一元论_阿那克西美尼的哲学制毡术_气象万千之中隐藏的秘密__p2493,110,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-1_普遍主义_泰勒斯真正的宝藏_哲学_科学_数学_逻辑学的共同本源/2-1-1-2_气动一元论_阿那克西美尼的哲学制毡术_气象万千之中隐藏的秘密/0100_2-1-1-2_气动一元论_阿那克西美尼的哲学制毡术_气象万千之中隐藏的秘密_p2493.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-1_普遍主义_泰勒斯真正的宝藏_哲学_科学_数学_逻辑学的共同本源/2-1-1-2_气动一元论_阿那克西美尼的哲学制毡术_气象万千之中隐藏的秘密/0100_2-1-1-2_气动一元论_阿那克西美尼的哲学制毡术_气象万千之中隐藏的秘密_p2493.md,0,1
101,4,2-1-1-3,4,分形多元论——千古之谜：何为努斯？客观精神如何实体化？阿那克萨戈拉的分形几何与连续统思想,2523,2561,98,2-1-1,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 普遍主义——泰勒斯真正的宝藏，哲学、科学、数学、逻辑学的共同本源 / 分形多元论——千古之谜：何为努斯？客观精神如何实体化？阿那克萨戈拉的分形几何与连续统思想,2 / 2-1 / 2-1-1 / 2-1-1-3,分形多元论_千古之谜_何为努斯_客观精神如何实体化_阿那克萨戈拉的分形几何与连续统思想,2-1-1-3,0101__2-1-1-3__分形多元论_千古之谜_何为努斯_客观精神如何实体化_阿那克萨戈拉的分形几何与连续统思想__p2523,111,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-1_普遍主义_泰勒斯真正的宝藏_哲学_科学_数学_逻辑学的共同本源/2-1-1-3_分形多元论_千古之谜_何为努斯_客观精神如何实体化_阿那克萨戈拉的分形几何与连续/0101_2-1-1-3_分形多元论_千古之谜_何为努斯_客观精神如何实体化_阿那克萨戈拉的分形几何与连续统思想_p2523.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-1_普遍主义_泰勒斯真正的宝藏_哲学_科学_数学_逻辑学的共同本源/2-1-1-3_分形多元论_千古之谜_何为努斯_客观精神如何实体化_阿那克萨戈拉的分形几何与连续/0101_2-1-1-3_分形多元论_千古之谜_何为努斯_客观精神如何实体化_阿那克萨戈拉的分形几何与连续统思想_p2523.md,0,1
102,4,2-1-1-4,4,形而上辩证主义——赫拉克利特因何哭泣？火焰与灰烬的哲学，辩证法的开端,2561,2604,98,2-1-1,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 普遍主义——泰勒斯真正的宝藏，哲学、科学、数学、逻辑学的共同本源 / 形而上辩证主义——赫拉克利特因何哭泣？火焰与灰烬的哲学，辩证法的开端,2 / 2-1 / 2-1-1 / 2-1-1-4,形而上辩证主义_赫拉克利特因何哭泣_火焰与灰烬的哲学_辩证法的开端,2-1-1-4,0102__2-1-1-4__形而上辩证主义_赫拉克利特因何哭泣_火焰与灰烬的哲学_辩证法的开端__p2561,112,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-1_普遍主义_泰勒斯真正的宝藏_哲学_科学_数学_逻辑学的共同本源/2-1-1-4_形而上辩证主义_赫拉克利特因何哭泣_火焰与灰烬的哲学_辩证法的开端/0102_2-1-1-4_形而上辩证主义_赫拉克利特因何哭泣_火焰与灰烬的哲学_辩证法的开端_p2561.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-1_普遍主义_泰勒斯真正的宝藏_哲学_科学_数学_逻辑学的共同本源/2-1-1-4_形而上辩证主义_赫拉克利特因何哭泣_火焰与灰烬的哲学_辩证法的开端/0102_2-1-1-4_形而上辩证主义_赫拉克利特因何哭泣_火焰与灰烬的哲学_辩证法的开端_p2561.md,0,1
103,3,2-1-2,3,本质主义——存在、虚无、无限、万物，太一与命运赐予它的锁链：巴门尼德的真理之路,2604,2645,97,2-1,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 本质主义——存在、虚无、无限、万物，太一与命运赐予它的锁链：巴门尼德的真理之路,2 / 2-1 / 2-1-2,本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路,2-1-2,0103__2-1-2__本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路__p2604,113,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/0103_2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路_p2604.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/0103_2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路_p2604.md,0,1
104,4,2-1-2-1,4,伦理智性主义——苏格拉底的哲学，“知识助产术”“知识即美德”“爱欲是唯一的知识”“哲学就是练习面对死亡”,2645,2686,103,2-1-2,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 本质主义——存在、虚无、无限、万物，太一与命运赐予它的锁链：巴门尼德的真理之路 / 伦理智性主义——苏格拉底的哲学，“知识助产术”“知识即美德”“爱欲是唯一的知识”“哲学就是练习面对死亡”,2 / 2-1 / 2-1-2 / 2-1-2-1,伦理智性主义_苏格拉底的哲学_知识助产术_知识即美德_爱欲是唯一的知识_哲学就是练习面对死亡,2-1-2-1,0104__2-1-2-1__伦理智性主义_苏格拉底的哲学_知识助产术_知识即美德_爱欲是唯一的知识_哲学就是练习面对死亡__p2645,114,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/2-1-2-1_伦理智性主义_苏格拉底的哲学_知识助产术_知识即美德_爱欲是唯一的知识_哲学就是/0104_2-1-2-1_伦理智性主义_苏格拉底的哲学_知识助产术_知识即美德_爱欲是唯一的知识_哲学就是练习面对死亡_p2645.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/2-1-2-1_伦理智性主义_苏格拉底的哲学_知识助产术_知识即美德_爱欲是唯一的知识_哲学就是/0104_2-1-2-1_伦理智性主义_苏格拉底的哲学_知识助产术_知识即美德_爱欲是唯一的知识_哲学就是练习面对死亡_p2645.md,0,1
105,4,2-1-2-2,4,理念实在论、理想现实主义——柏拉图：追求完美的形而上学，注定残酷的政治理想,2686,2730,103,2-1-2,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 本质主义——存在、虚无、无限、万物，太一与命运赐予它的锁链：巴门尼德的真理之路 / 理念实在论、理想现实主义——柏拉图：追求完美的形而上学，注定残酷的政治理想,2 / 2-1 / 2-1-2 / 2-1-2-2,理念实在论_理想现实主义_柏拉图_追求完美的形而上学_注定残酷的政治理想,2-1-2-2,0105__2-1-2-2__理念实在论_理想现实主义_柏拉图_追求完美的形而上学_注定残酷的政治理想__p2686,115,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/2-1-2-2_理念实在论_理想现实主义_柏拉图_追求完美的形而上学_注定残酷的政治理想/0105_2-1-2-2_理念实在论_理想现实主义_柏拉图_追求完美的形而上学_注定残酷的政治理想_p2686.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/2-1-2-2_理念实在论_理想现实主义_柏拉图_追求完美的形而上学_注定残酷的政治理想/0105_2-1-2-2_理念实在论_理想现实主义_柏拉图_追求完美的形而上学_注定残酷的政治理想_p2686.md,0,1
106,4,2-1-2-3,4,范畴实在论、绝对现实主义——亚里士多德的把戏，老学究的帝师哲学，奴隶主的自我陶醉,2730,2780,103,2-1-2,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 本质主义——存在、虚无、无限、万物，太一与命运赐予它的锁链：巴门尼德的真理之路 / 范畴实在论、绝对现实主义——亚里士多德的把戏，老学究的帝师哲学，奴隶主的自我陶醉,2 / 2-1 / 2-1-2 / 2-1-2-3,范畴实在论_绝对现实主义_亚里士多德的把戏_老学究的帝师哲学_奴隶主的自我陶醉,2-1-2-3,0106__2-1-2-3__范畴实在论_绝对现实主义_亚里士多德的把戏_老学究的帝师哲学_奴隶主的自我陶醉__p2730,116,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/2-1-2-3_范畴实在论_绝对现实主义_亚里士多德的把戏_老学究的帝师哲学_奴隶主的自我陶醉/0106_2-1-2-3_范畴实在论_绝对现实主义_亚里士多德的把戏_老学究的帝师哲学_奴隶主的自我陶醉_p2730.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/2-1-2-3_范畴实在论_绝对现实主义_亚里士多德的把戏_老学究的帝师哲学_奴隶主的自我陶醉/0106_2-1-2-3_范畴实在论_绝对现实主义_亚里士多德的把戏_老学究的帝师哲学_奴隶主的自我陶醉_p2730.md,0,1
107,4,2-1-2-4,4,多产的不动论——如何理解四个芝诺悖论,2780,2838,103,2-1-2,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 本质主义——存在、虚无、无限、万物，太一与命运赐予它的锁链：巴门尼德的真理之路 / 多产的不动论——如何理解四个芝诺悖论,2 / 2-1 / 2-1-2 / 2-1-2-4,多产的不动论_如何理解四个芝诺悖论,2-1-2-4,0107__2-1-2-4__多产的不动论_如何理解四个芝诺悖论__p2780,117,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/2-1-2-4_多产的不动论_如何理解四个芝诺悖论/0107_2-1-2-4_多产的不动论_如何理解四个芝诺悖论_p2780.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-2_本质主义_存在_虚无_无限_万物_太一与命运赐予它的锁链_巴门尼德的真理之路/2-1-2-4_多产的不动论_如何理解四个芝诺悖论/0107_2-1-2-4_多产的不动论_如何理解四个芝诺悖论_p2780.md,0,1
108,3,2-1-3,3,合理主义——毕达哥拉斯的伟大，不止是“万物皆数”，而是人类理智史上的奇迹,2838,2880,97,2-1,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 合理主义——毕达哥拉斯的伟大，不止是“万物皆数”，而是人类理智史上的奇迹,2 / 2-1 / 2-1-3,合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹,2-1-3,0108__2-1-3__合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹__p2838,118,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/0108_2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹_p2838.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/0108_2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹_p2838.md,0,1
109,4,2-1-3-1,4,反应多元论——要有多蠢，才会把恩培多克勒理解为四元素说,2880,2900,108,2-1-3,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 合理主义——毕达哥拉斯的伟大，不止是“万物皆数”，而是人类理智史上的奇迹 / 反应多元论——要有多蠢，才会把恩培多克勒理解为四元素说,2 / 2-1 / 2-1-3 / 2-1-3-1,反应多元论_要有多蠢_才会把恩培多克勒理解为四元素说,2-1-3-1,0109__2-1-3-1__反应多元论_要有多蠢_才会把恩培多克勒理解为四元素说__p2880,119,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/2-1-3-1_反应多元论_要有多蠢_才会把恩培多克勒理解为四元素说/0109_2-1-3-1_反应多元论_要有多蠢_才会把恩培多克勒理解为四元素说_p2880.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/2-1-3-1_反应多元论_要有多蠢_才会把恩培多克勒理解为四元素说/0109_2-1-3-1_反应多元论_要有多蠢_才会把恩培多克勒理解为四元素说_p2880.md,0,1
110,4,2-1-3-2,4,贫乏的原子论——太一分形，虚空降世，德谟克利特的笑与瞎,2900,2947,108,2-1-3,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 合理主义——毕达哥拉斯的伟大，不止是“万物皆数”，而是人类理智史上的奇迹 / 贫乏的原子论——太一分形，虚空降世，德谟克利特的笑与瞎,2 / 2-1 / 2-1-3 / 2-1-3-2,贫乏的原子论_太一分形_虚空降世_德谟克利特的笑与瞎,2-1-3-2,0110__2-1-3-2__贫乏的原子论_太一分形_虚空降世_德谟克利特的笑与瞎__p2900,120,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/2-1-3-2_贫乏的原子论_太一分形_虚空降世_德谟克利特的笑与瞎/0110_2-1-3-2_贫乏的原子论_太一分形_虚空降世_德谟克利特的笑与瞎_p2900.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/2-1-3-2_贫乏的原子论_太一分形_虚空降世_德谟克利特的笑与瞎/0110_2-1-3-2_贫乏的原子论_太一分形_虚空降世_德谟克利特的笑与瞎_p2900.md,0,1
111,4,2-1-3-3,4,智性享乐主义——伊壁鸠鲁的哲学：降服欲望、坦然面对死亡,2947,2972,108,2-1-3,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 合理主义——毕达哥拉斯的伟大，不止是“万物皆数”，而是人类理智史上的奇迹 / 智性享乐主义——伊壁鸠鲁的哲学：降服欲望、坦然面对死亡,2 / 2-1 / 2-1-3 / 2-1-3-3,智性享乐主义_伊壁鸠鲁的哲学_降服欲望_坦然面对死亡,2-1-3-3,0111__2-1-3-3__智性享乐主义_伊壁鸠鲁的哲学_降服欲望_坦然面对死亡__p2947,121,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/2-1-3-3_智性享乐主义_伊壁鸠鲁的哲学_降服欲望_坦然面对死亡/0111_2-1-3-3_智性享乐主义_伊壁鸠鲁的哲学_降服欲望_坦然面对死亡_p2947.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/2-1-3-3_智性享乐主义_伊壁鸠鲁的哲学_降服欲望_坦然面对死亡/0111_2-1-3-3_智性享乐主义_伊壁鸠鲁的哲学_降服欲望_坦然面对死亡_p2947.md,0,1
112,4,2-1-3-4,4,犬儒主义——真正的犬儒主义=极致的理性主义。安提斯泰尼与第欧根尼，苏格拉底的另类师徒孙,2972,2997,108,2-1-3,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 合理主义——毕达哥拉斯的伟大，不止是“万物皆数”，而是人类理智史上的奇迹 / 犬儒主义——真正的犬儒主义=极致的理性主义。安提斯泰尼与第欧根尼，苏格拉底的另类师徒孙,2 / 2-1 / 2-1-3 / 2-1-3-4,犬儒主义_真正的犬儒主义_极致的理性主义_安提斯泰尼与第欧根尼_苏格拉底的另类师徒孙,2-1-3-4,0112__2-1-3-4__犬儒主义_真正的犬儒主义_极致的理性主义_安提斯泰尼与第欧根尼_苏格拉底的另类师徒孙__p2972,122,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/2-1-3-4_犬儒主义_真正的犬儒主义_极致的理性主义_安提斯泰尼与第欧根尼_苏格拉底的另类师/0112_2-1-3-4_犬儒主义_真正的犬儒主义_极致的理性主义_安提斯泰尼与第欧根尼_苏格拉底的另类师徒孙_p2972.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-3_合理主义_毕达哥拉斯的伟大_不止是_万物皆数_而是人类理智史上的奇迹/2-1-3-4_犬儒主义_真正的犬儒主义_极致的理性主义_安提斯泰尼与第欧根尼_苏格拉底的另类师/0112_2-1-3-4_犬儒主义_真正的犬儒主义_极致的理性主义_安提斯泰尼与第欧根尼_苏格拉底的另类师徒孙_p2972.md,0,1
113,3,2-1-4,3,绝对主义——普罗泰格拉：“人是万物的尺度”，为什么是绝对主义，而不是相对主义？,2997,3015,97,2-1,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 绝对主义——普罗泰格拉：“人是万物的尺度”，为什么是绝对主义，而不是相对主义？,2 / 2-1 / 2-1-4,绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义,2-1-4,0113__2-1-4__绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义__p2997,123,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-4_绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义/0113_2-1-4_绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义_p2997.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-4_绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义/0113_2-1-4_绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义_p2997.md,0,1
114,4,2-1-4-1,4,相对主义——学会高尔吉亚的修辞学与辩护术，所有的辩论赛不过是游戏,3015,3046,113,2-1-4,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 绝对主义——普罗泰格拉：“人是万物的尺度”，为什么是绝对主义，而不是相对主义？ / 相对主义——学会高尔吉亚的修辞学与辩护术，所有的辩论赛不过是游戏,2 / 2-1 / 2-1-4 / 2-1-4-1,相对主义_学会高尔吉亚的修辞学与辩护术_所有的辩论赛不过是游戏,2-1-4-1,0114__2-1-4-1__相对主义_学会高尔吉亚的修辞学与辩护术_所有的辩论赛不过是游戏__p3015,124,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-4_绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义/2-1-4-1_相对主义_学会高尔吉亚的修辞学与辩护术_所有的辩论赛不过是游戏/0114_2-1-4-1_相对主义_学会高尔吉亚的修辞学与辩护术_所有的辩论赛不过是游戏_p3015.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-4_绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义/2-1-4-1_相对主义_学会高尔吉亚的修辞学与辩护术_所有的辩论赛不过是游戏/0114_2-1-4-1_相对主义_学会高尔吉亚的修辞学与辩护术_所有的辩论赛不过是游戏_p3015.md,0,1
115,4,2-1-4-2,4,怀疑主义——皮浪的哲学，智力英雄必备技能：探求“不动心”的平衡游戏；君主、辅臣、将领、幕僚的必修课,3046,3074,113,2-1-4,形而上学——古代贵族的精神冒险，背景性的符号秩序与它自己的对立，比下（形而下学）有余，比上（观念论）不足 / 在场形而上学——宰制西方精神数千年的形而上学范式 / 绝对主义——普罗泰格拉：“人是万物的尺度”，为什么是绝对主义，而不是相对主义？ / 怀疑主义——皮浪的哲学，智力英雄必备技能：探求“不动心”的平衡游戏；君主、辅臣、将领、幕僚的必修课,2 / 2-1 / 2-1-4 / 2-1-4-2,怀疑主义_皮浪的哲学_智力英雄必备技能_探求_不动心_的平衡游戏_君主_辅臣_将领_幕僚的必修课,2-1-4-2,0115__2-1-4-2__怀疑主义_皮浪的哲学_智力英雄必备技能_探求_不动心_的平衡游戏_君主_辅臣_将领_幕僚的必修课__p3046,125,split_pdf/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-4_绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义/2-1-4-2_怀疑主义_皮浪的哲学_智力英雄必备技能_探求_不动心_的平衡游戏_君主_辅臣_将/0115_2-1-4-2_怀疑主义_皮浪的哲学_智力英雄必备技能_探求_不动心_的平衡游戏_君主_辅臣_将领_幕僚的必修课_p3046.pdf,split_md/2_形而上学_古代贵族的精神冒险_背景性的符号秩序与它自己的对立_比下_形而下学_有余_比上_观/2-1_在场形而上学_宰制西方精神数千年的形而上学范式/2-1-4_绝对主义_普罗泰格拉_人是万物的尺度_为什么是绝对主义_而不是相对主义/2-1-4-2_怀疑主义_皮浪的哲学_智力英雄必备技能_探求_不动心_的平衡游戏_君主_辅臣_将/0115_2-1-4-2_怀疑主义_皮浪的哲学_智力英雄必备技能_探求_不动心_的平衡游戏_君主_辅臣_将领_幕僚的必修课_p3046.md,0,1
